id,company,city,country,country_code,lat,lng,sector,stage,amount_usd_m,lead_investor,date,year,quarter,data_quality_note,pct_above_global_avg
synth_9efde9be,SynthCorp 113,Seattle,USA,US,47.82515852663055,-121.81924995742735,AI/ML,Seed,1.17,Kleiner Perkins,2019-04-29,2019,2019Q2,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-95.7
synth_e2e08b70,SynthCorp 114,Berlin,Germany,DE,52.1335731198759,13.643302341027802,CleanEnergy,Seed,1.2,Tiger Global,2024-12-15,2024,2024Q4,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-95.6
synth_4ee575b5,SynthCorp 115,London,UK,GB,51.81341244016518,0.01454805868291581,AgriTech,Series B,5.51,Index Ventures,2024-07-31,2024,2024Q3,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-79.6
synth_7f2fe51f,SynthCorp 116,Beijing,China,CN,40.17440186172302,116.20824147686508,AI/ML,Seed,0.88,Index Ventures,2019-02-08,2019,2019Q1,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-96.7
synth_52807510,SynthCorp 117,Singapore,Singapore,SG,1.0520790024131639,103.61722602119008,AI/ML,Pre-Seed,1.06,General Catalyst,2022-05-10,2022,2022Q2,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-96.1
synth_010550d6,SynthCorp 118,São Paulo,Brazil,BR,-23.46435533262521,-46.74678826107383,EdTech,Seed,0.68,Insight Partners,2023-04-25,2023,2023Q2,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-97.5
synth_277f97b3,SynthCorp 119,Shanghai,China,CN,31.170390926616626,121.41431922175826,FinTech,Series A,3.41,Insight Partners,2023-06-10,2023,2023Q2,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-87.4
synth_b6c4b10f,SynthCorp 120,Paris,France,FR,48.891537945965,2.138067621749851,Logistics,Series D+,120.85,SoftBank Vision Fund,2022-03-18,2022,2022Q1,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,347.8
synth_71fab34b,SynthCorp 121,Austin,USA,US,29.83642265765416,-98.19228361573502,FinTech,Series B,7.2,Accel Partners,2020-07-14,2020,2020Q3,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-73.3
synth_5c6070f5,SynthCorp 122,Stockholm,Sweden,SE,59.314877235529124,17.939007214247365,AI/ML,Pre-Seed,0.19,Kleiner Perkins,2023-02-03,2023,2023Q1,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-99.3
synth_1db0bc67,SynthCorp 123,Paris,France,FR,49.13235511020364,1.7008979647982376,CleanEnergy,Seed,1.34,Accel Partners,2023-02-07,2023,2023Q1,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-95.0
synth_408c2377,SynthCorp 124,Tokyo,Japan,JP,35.670302097258556,139.37752179354808,HealthTech,Growth,99.54,General Catalyst,2022-04-23,2022,2022Q2,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,268.8
synth_83737c3b,SynthCorp 125,Sydney,Australia,AU,-33.99312595109466,151.73998014733502,Logistics,Seed,1.78,Andreessen Horowitz,2023-06-16,2023,2023Q2,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-93.4
synth_e4e88b80,SynthCorp 126,Toronto,Canada,CA,43.22272352941138,-79.25750718472146,AI/ML,Pre-Seed,0.43,Insight Partners,2020-05-21,2020,2020Q2,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-98.4
synth_f1eada9e,SynthCorp 127,Berlin,Germany,DE,52.84494224927857,14.020303240936801,Logistics,Series B,5.86,Insight Partners,2024-04-15,2024,2024Q2,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-78.3
synth_c789f23d,SynthCorp 128,London,UK,GB,51.72174742120295,-0.26498871516108513,EdTech,Pre-Seed,0.57,Andreessen Horowitz,2024-03-16,2024,2024Q1,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-97.9
synth_e109328c,SynthCorp 129,New York,USA,US,41.04208157698193,-73.97047087092052,EdTech,Growth,101.27,General Catalyst,2020-02-03,2020,2020Q1,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,275.3
synth_ed65ad4a,SynthCorp 130,Berlin,Germany,DE,52.107800053050816,13.15297196916248,EdTech,Growth,179.34,Index Ventures,2023-09-13,2023,2023Q3,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,564.5
synth_f6eea14b,SynthCorp 131,New York,USA,US,41.115644465939376,-74.0829565418665,AgriTech,Series A,0.61,SoftBank Vision Fund,2019-05-15,2019,2019Q2,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-97.7
synth_384eb82a,SynthCorp 132,São Paulo,Brazil,BR,-24.3464755154152,-46.861658229983924,Logistics,Seed,0.74,Sequoia Capital,2023-02-13,2023,2023Q1,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-97.3
synth_2ac62c81,SynthCorp 133,Berlin,Germany,DE,52.92437288221324,13.578724490467984,FinTech,Seed,1.56,Sequoia Capital,2024-02-06,2024,2024Q1,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-94.2
synth_eeef6843,SynthCorp 134,Stockholm,Sweden,SE,59.37611662819806,17.870738623684314,DeepTech,Seed,1.15,Insight Partners,2020-05-30,2020,2020Q2,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-95.7
synth_e21806f0,SynthCorp 135,London,UK,GB,51.65668242391108,-0.27495989235695517,CleanEnergy,Series D+,71.43,GV,2019-01-12,2019,2019Q1,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,164.7
synth_34fccade,SynthCorp 136,Beijing,China,CN,40.09527695589034,116.61555281418549,DeepTech,Seed,2.13,Insight Partners,2019-04-16,2019,2019Q2,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-92.1
synth_6ef27d29,SynthCorp 137,Shanghai,China,CN,31.389997712896,121.55585983674614,AgriTech,Seed,1.62,Kleiner Perkins,2024-11-24,2024,2024Q4,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-94.0
synth_f0812c65,SynthCorp 138,Tel Aviv,Israel,IL,32.159012393236246,35.189756602461266,AI/ML,Seed,1.09,General Catalyst,2024-08-25,2024,2024Q3,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-96.0
synth_27a251aa,SynthCorp 139,Austin,USA,US,30.262035568813193,-97.87921012674066,AgriTech,Pre-Seed,0.89,Andreessen Horowitz,2023-10-13,2023,2023Q4,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-96.7
synth_3c47f898,SynthCorp 140,Tokyo,Japan,JP,35.89660140015394,139.74679998705182,Logistics,Series A,2.0,Bessemer Venture Partners,2020-08-30,2020,2020Q3,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-92.6
synth_f8355e7b,SynthCorp 141,Amsterdam,Netherlands,NL,52.484912272544214,4.943657809471218,DeepTech,Series B,4.77,Bessemer Venture Partners,2020-02-11,2020,2020Q1,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-82.3
synth_4ba928fa,SynthCorp 142,Bangalore,India,IN,13.113060829220045,77.32709877777569,HealthTech,Seed,0.81,Kleiner Perkins,2022-10-20,2022,2022Q4,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-97.0
synth_f8de09fa,SynthCorp 143,Bangalore,India,IN,13.094227424987084,78.11137800864877,HealthTech,Series B,8.38,Bessemer Venture Partners,2024-04-26,2024,2024Q2,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-68.9
synth_99c20906,SynthCorp 144,New York,USA,US,40.33887059901877,-74.14427220097335,Logistics,Series C,39.28,Index Ventures,2020-06-16,2020,2020Q2,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,45.6
synth_9757c179,SynthCorp 145,New York,USA,US,40.282111476095764,-73.60763793908664,Logistics,Series A,2.32,Andreessen Horowitz,2019-07-30,2019,2019Q3,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-91.4
synth_23eb2625,SynthCorp 146,Boston,USA,US,42.383233958527974,-70.9171927672543,Logistics,Seed,0.89,Andreessen Horowitz,2024-05-29,2024,2024Q2,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-96.7
synth_c1c0af32,SynthCorp 147,Stockholm,Sweden,SE,58.78690130843528,17.728301929012517,AI/ML,Series B,12.72,Sequoia Capital,2019-04-18,2019,2019Q2,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-52.9
synth_4a91fbde,SynthCorp 148,London,UK,GB,51.753150639818195,-0.25982719451761505,CleanEnergy,Series C,18.88,Tiger Global,2022-06-19,2022,2022Q2,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-30.0
synth_a68e8c0e,SynthCorp 149,Singapore,Singapore,SG,1.682635768687855,104.1290726790497,EdTech,Series A,4.75,Bessemer Venture Partners,2019-05-06,2019,2019Q2,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-82.4
synth_92dc6f5b,SynthCorp 150,Bangalore,India,IN,12.879361621542103,77.08326402597024,HealthTech,Seed,1.27,Sequoia Capital,2022-06-30,2022,2022Q2,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-95.3
synth_5879bbdd,SynthCorp 151,New York,USA,US,40.75087054835308,-74.18779446316628,AgriTech,Series C,34.71,Bessemer Venture Partners,2023-12-20,2023,2023Q4,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,28.6
synth_8c8b948d,SynthCorp 152,Beijing,China,CN,39.822313537355306,116.52761122286967,AgriTech,Series C,18.23,GV,2020-04-11,2020,2020Q2,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-32.4
synth_47844c6f,SynthCorp 153,Seattle,USA,US,47.854352906878425,-122.12779399225332,CleanEnergy,Pre-Seed,0.29,Accel Partners,2019-02-01,2019,2019Q1,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-98.9
synth_edb04d8c,SynthCorp 154,Beijing,China,CN,39.90070149679534,116.22094261033966,EdTech,Seed,1.93,GV,2024-07-30,2024,2024Q3,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-92.8
synth_46fc7b98,SynthCorp 155,Seattle,USA,US,47.135570692976124,-122.72622732581016,EdTech,Series B,13.62,Sequoia Capital,2019-10-23,2019,2019Q4,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-49.5
synth_fcd3da26,SynthCorp 156,Bangalore,India,IN,12.623541961902912,77.41515922258635,EdTech,Pre-Seed,0.7,Accel Partners,2022-07-06,2022,2022Q3,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-97.4
synth_6b28b620,SynthCorp 157,New York,USA,US,41.19371579573307,-73.67386557890234,HealthTech,Pre-Seed,0.34,Bessemer Venture Partners,2024-02-28,2024,2024Q1,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-98.7
synth_7d870ade,SynthCorp 158,São Paulo,Brazil,BR,-23.848229582419016,-46.67846831123237,AI/ML,Seed,0.22,Benchmark,2023-06-29,2023,2023Q2,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-99.2
synth_87771a75,SynthCorp 159,Shanghai,China,CN,31.542578899690138,121.28035507464966,Logistics,Series A,4.32,Kleiner Perkins,2020-04-12,2020,2020Q2,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-84.0
synth_dda24f5b,SynthCorp 160,Paris,France,FR,48.87114740360554,2.520397389658599,DeepTech,Series D+,75.98,Tiger Global,2020-08-27,2020,2020Q3,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,181.5
synth_e561fcf6,SynthCorp 161,Boston,USA,US,42.20481980331042,-71.43543945075375,AgriTech,Series C,25.81,Index Ventures,2024-07-16,2024,2024Q3,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-4.4
synth_95743f22,SynthCorp 162,Tokyo,Japan,JP,35.95340822270888,139.3328533408767,CleanEnergy,Series B,11.16,General Catalyst,2022-08-16,2022,2022Q3,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-58.6
synth_ceb68384,SynthCorp 163,San Francisco,USA,US,38.00220505919819,-122.48979591127691,AgriTech,Series A,3.13,General Catalyst,2019-08-19,2019,2019Q3,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-88.4
synth_8c0c4cb6,SynthCorp 164,San Francisco,USA,US,38.306102977120226,-122.14142032500088,HealthTech,Series A,3.94,Insight Partners,2022-03-21,2022,2022Q1,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-85.4
synth_4f95ef8b,SynthCorp 165,Boston,USA,US,41.99980296447948,-71.57845175569045,DeepTech,Series A,0.46,Kleiner Perkins,2019-06-18,2019,2019Q2,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-98.3
synth_c6bd59cf,SynthCorp 166,Boston,USA,US,41.83876188560874,-70.89139939552423,Logistics,Series B,12.26,Benchmark,2019-09-11,2019,2019Q3,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-54.6
synth_9e6727cb,SynthCorp 167,San Francisco,USA,US,37.889444541396514,-122.82628459767982,Logistics,Series B,16.08,Kleiner Perkins,2023-12-05,2023,2023Q4,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-40.4
synth_57cdfc3a,SynthCorp 168,Tokyo,Japan,JP,35.633689892445965,139.56156192466906,Logistics,Series A,3.21,Andreessen Horowitz,2022-10-17,2022,2022Q4,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-88.1
synth_8fbe7119,SynthCorp 169,Shanghai,China,CN,31.379889675883028,121.27531506879798,CleanEnergy,Series B,7.69,Kleiner Perkins,2020-09-07,2020,2020Q3,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-71.5
synth_519bf58c,SynthCorp 170,Shanghai,China,CN,31.55526216462342,121.81510839747975,HealthTech,Series B,14.58,Accel Partners,2023-05-25,2023,2023Q2,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-46.0
synth_3f416625,SynthCorp 171,Singapore,Singapore,SG,1.490291985643636,104.19192900128057,Logistics,Series B,9.01,Sequoia Capital,2024-11-26,2024,2024Q4,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-66.6
synth_33f6fd63,SynthCorp 172,Shanghai,China,CN,30.951679502210368,121.90250442329014,DeepTech,Seed,1.33,SoftBank Vision Fund,2021-05-27,2021,2021Q2,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-95.1
synth_78dd9ea8,SynthCorp 173,Amsterdam,Netherlands,NL,52.87437531150795,4.978595989899061,FinTech,Seed,0.8,Index Ventures,2024-09-10,2024,2024Q3,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-97.0
synth_0948ca3d,SynthCorp 174,Shanghai,China,CN,31.088164854012746,121.37407361908821,CleanEnergy,Series C,7.41,Benchmark,2020-06-20,2020,2020Q2,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-72.5
synth_9e212d17,SynthCorp 175,Stockholm,Sweden,SE,59.60692829538101,17.753810342590185,AgriTech,Series D+,97.38,Insight Partners,2023-08-10,2023,2023Q3,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,260.8
synth_ec4a9478,SynthCorp 176,Beijing,China,CN,39.9264576307825,116.62809527155865,AgriTech,Series C,44.41,SoftBank Vision Fund,2024-01-13,2024,2024Q1,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,64.6
synth_061afdd1,SynthCorp 177,Berlin,Germany,DE,52.487409528052986,13.467353785988825,EdTech,Growth,173.17,Tiger Global,2022-02-28,2022,2022Q1,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,541.7
synth_ff4a4379,SynthCorp 178,Toronto,Canada,CA,43.72177150855925,-79.453515226818,AgriTech,Series D+,42.75,Kleiner Perkins,2020-07-20,2020,2020Q3,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,58.4
synth_ef34926e,SynthCorp 179,Singapore,Singapore,SG,0.8696434485583591,103.97308082755791,AgriTech,Seed,1.44,GV,2022-03-13,2022,2022Q1,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-94.7
synth_c2e01ac8,SynthCorp 180,New York,USA,US,40.96652385098981,-74.57552069384909,FinTech,Series A,3.92,Bessemer Venture Partners,2021-06-28,2021,2021Q2,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-85.5
synth_4ae3dd58,SynthCorp 181,San Francisco,USA,US,38.73921729157277,-122.37753465162857,HealthTech,Series B,11.15,Benchmark,2023-03-16,2023,2023Q1,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-58.7
synth_304ee62e,SynthCorp 182,Austin,USA,US,30.91786548350492,-97.58341188598372,AgriTech,Series C,40.38,Benchmark,2020-07-17,2020,2020Q3,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,49.6
synth_e1568ed9,SynthCorp 183,São Paulo,Brazil,BR,-23.47051682302121,-46.425688223436794,CleanEnergy,Series C,13.72,GV,2019-11-21,2019,2019Q4,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-49.2
synth_c41f92f5,SynthCorp 184,Sydney,Australia,AU,-33.679416914383125,151.36836493868302,AI/ML,Series B,10.33,Andreessen Horowitz,2023-09-30,2023,2023Q3,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-61.7
synth_5ac66673,SynthCorp 185,San Francisco,USA,US,37.45584101527606,-122.23642606581335,FinTech,Series A,3.92,Index Ventures,2020-03-30,2020,2020Q1,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-85.5
synth_f4b17774,SynthCorp 186,Tel Aviv,Israel,IL,32.08099544715825,34.79802565148233,Logistics,Seed,0.6,SoftBank Vision Fund,2020-08-11,2020,2020Q3,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-97.8
synth_f9c7af1b,SynthCorp 187,Boston,USA,US,42.042000774514435,-70.72494273201627,FinTech,Seed,0.76,Bessemer Venture Partners,2023-01-17,2023,2023Q1,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-97.2
synth_b7344f1c,SynthCorp 188,Dubai,UAE,AE,25.43265325545785,55.24352604680613,FinTech,Pre-Seed,0.6,Kleiner Perkins,2023-05-04,2023,2023Q2,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-97.8
synth_10073619,SynthCorp 189,Stockholm,Sweden,SE,58.90968002444705,18.255592392579167,Logistics,Series A,3.29,Index Ventures,2022-09-23,2022,2022Q3,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-87.8
synth_a0a2f174,SynthCorp 190,London,UK,GB,51.84726031981998,-0.16895827122601587,CleanEnergy,Series C,38.32,Tiger Global,2024-03-18,2024,2024Q1,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,42.0
synth_196b358e,SynthCorp 191,San Francisco,USA,US,37.840608300648974,-122.25976902303162,Logistics,Series C,20.35,Accel Partners,2019-06-29,2019,2019Q2,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-24.6
synth_91e06775,SynthCorp 192,Tel Aviv,Israel,IL,32.074850392515856,35.283605725249664,DeepTech,Growth,23.33,Accel Partners,2024-04-23,2024,2024Q2,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-13.6
synth_e9cd211a,SynthCorp 193,Shanghai,China,CN,31.0291781949212,121.57179797691906,EdTech,Series C,37.17,Benchmark,2020-05-24,2020,2020Q2,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,37.7
synth_ab7d3a3e,SynthCorp 194,Bangalore,India,IN,13.318113371407746,77.53686525359119,AgriTech,Growth,71.01,Kleiner Perkins,2022-10-20,2022,2022Q4,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,163.1
synth_f68f14cf,SynthCorp 195,Tokyo,Japan,JP,35.21748099392749,138.76343461970853,CleanEnergy,Series B,12.04,GV,2019-11-20,2019,2019Q4,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-55.4
synth_122ce062,SynthCorp 196,Beijing,China,CN,39.767923115015385,116.18989537448834,EdTech,Seed,1.55,Tiger Global,2022-09-05,2022,2022Q3,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-94.3
synth_34f05c12,SynthCorp 197,Seattle,USA,US,47.76558704869106,-122.57274120355467,FinTech,Series A,6.23,Andreessen Horowitz,2022-12-15,2022,2022Q4,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-76.9
synth_5ad0791a,SynthCorp 198,Seattle,USA,US,47.7489940844223,-122.76149118792367,FinTech,Series A,2.51,Tiger Global,2024-10-02,2024,2024Q4,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-90.7
synth_6a1ee24e,SynthCorp 199,São Paulo,Brazil,BR,-23.491468457077804,-46.582230867791424,EdTech,Series B,8.08,Insight Partners,2021-08-24,2021,2021Q3,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-70.1
synth_50d70987,SynthCorp 200,San Francisco,USA,US,38.04945110807098,-122.51085624059547,HealthTech,Seed,0.62,Insight Partners,2024-01-17,2024,2024Q1,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-97.7
synth_5f0a4a29,SynthCorp 201,New York,USA,US,40.935720453534095,-73.81605244769084,EdTech,Series A,3.05,GV,2020-04-09,2020,2020Q2,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-88.7
synth_29749393,SynthCorp 202,New York,USA,US,40.803924301156314,-73.60344021217863,AgriTech,Series C,31.25,SoftBank Vision Fund,2024-01-02,2024,2024Q1,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,15.8
synth_1f98aa3b,SynthCorp 203,New York,USA,US,40.903322208345074,-73.45888949723651,Logistics,Series D+,14.61,Index Ventures,2023-12-29,2023,2023Q4,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-45.9
synth_dd3a061c,SynthCorp 204,Shanghai,China,CN,31.68484992052987,121.10410725944276,CleanEnergy,Pre-Seed,0.49,Kleiner Perkins,2022-04-04,2022,2022Q2,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-98.2
synth_e1f8f836,SynthCorp 205,Tel Aviv,Israel,IL,32.24163244552402,35.15785710751089,Logistics,Seed,1.07,General Catalyst,2024-07-16,2024,2024Q3,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-96.0
synth_3766f104,SynthCorp 206,Toronto,Canada,CA,43.930088252466675,-79.26183135970815,AgriTech,Series B,10.84,GV,2019-12-20,2019,2019Q4,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-59.8
synth_bab58693,SynthCorp 207,Berlin,Germany,DE,52.44960398737908,13.199643428940147,Logistics,Series A,2.85,Tiger Global,2022-07-22,2022,2022Q3,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-89.4
synth_cca4e3ed,SynthCorp 208,Dubai,UAE,AE,25.222381714200253,55.1140897933645,FinTech,Series C,19.77,Andreessen Horowitz,2021-01-15,2021,2021Q1,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-26.7
synth_05ef1310,SynthCorp 209,Singapore,Singapore,SG,1.9484982898406686,103.41494275169458,AI/ML,Series A,5.22,Andreessen Horowitz,2021-07-12,2021,2021Q3,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-80.7
synth_f16a8946,SynthCorp 210,Beijing,China,CN,40.08418658080766,116.58777216331164,HealthTech,Series B,17.83,GV,2022-01-29,2022,2022Q1,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-33.9
synth_f7a6744f,SynthCorp 211,Austin,USA,US,30.177977113461157,-97.5309267199161,FinTech,Series B,7.86,Andreessen Horowitz,2022-10-14,2022,2022Q4,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-70.9
synth_66308f12,SynthCorp 212,San Francisco,USA,US,37.47688343112449,-122.8357694068073,EdTech,Series B,5.7,Insight Partners,2021-12-20,2021,2021Q4,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-78.9
synth_34043853,SynthCorp 213,Austin,USA,US,30.08938125657506,-98.28217840998238,EdTech,Series A,2.69,Accel Partners,2022-05-22,2022,2022Q2,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-90.0
synth_b44d6393,SynthCorp 214,Bangalore,India,IN,12.65092845077713,77.72248320765279,DeepTech,Series C,32.32,Kleiner Perkins,2020-10-09,2020,2020Q4,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,19.8
synth_ba60c018,SynthCorp 215,Boston,USA,US,41.88135048265669,-70.90197125978264,Logistics,Series A,3.05,GV,2022-11-15,2022,2022Q4,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-88.7
synth_5a911787,SynthCorp 216,Singapore,Singapore,SG,1.5874984911302137,104.04797985184312,CleanEnergy,Series A,3.39,Andreessen Horowitz,2024-03-25,2024,2024Q1,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-87.4
synth_dc9bfeb5,SynthCorp 217,San Francisco,USA,US,37.53962891991777,-122.1479469668733,Logistics,Growth,152.84,SoftBank Vision Fund,2020-10-16,2020,2020Q4,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,466.4
synth_f262356a,SynthCorp 218,Stockholm,Sweden,SE,58.72599880131187,18.196247594179297,AgriTech,Series A,0.49,Sequoia Capital,2024-10-09,2024,2024Q4,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-98.2
synth_7f5bf67c,SynthCorp 219,San Francisco,USA,US,37.83401367896947,-122.1868434950497,AgriTech,Series A,2.5,Accel Partners,2022-12-16,2022,2022Q4,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-90.7
synth_b5f22b3b,SynthCorp 220,Singapore,Singapore,SG,1.5087768656576164,103.99513562280683,Logistics,Series D+,87.83,Bessemer Venture Partners,2023-11-01,2023,2023Q4,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,225.5
synth_bac6e4b4,SynthCorp 221,Berlin,Germany,DE,52.435634658146725,13.723133517524412,AI/ML,Series A,2.67,Insight Partners,2022-03-28,2022,2022Q1,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-90.1
synth_12ebe15e,SynthCorp 222,Seattle,USA,US,47.1865158215265,-122.00190440883021,Logistics,Seed,1.21,GV,2020-02-01,2020,2020Q1,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-95.5
synth_24c9cf9f,SynthCorp 223,Sydney,Australia,AU,-33.52909274073533,151.29113553166758,Logistics,Series C,34.5,General Catalyst,2024-08-10,2024,2024Q3,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,27.8
synth_cbd493bd,SynthCorp 224,Singapore,Singapore,SG,1.7954768315153538,104.3542513662402,Logistics,Seed,1.03,Tiger Global,2024-10-12,2024,2024Q4,⚠️ SYNTHETIC DATA - For demonstration purposes only. Not real investment data.,-96.2
